gap,band,Company,What they are,Kind of business,HQ,Country,Staff (company),Capacity MW,Hyperscale focus,People we have mapped,Ward searches,Already linked to,Website,LinkedIn,Where the name came from,company_id
no connection at all,C · Small or unknown scale,GlidePath Power Solutions,Energy developer / utility,Energy / utility,"Buffalo, New York",New York,51-200,,,,,,https://www.glidepathenergy.com,https://www.linkedin.com/company/glidepath/,Energy Developer,glidepath-power-solutions
no connection at all,C · Small or unknown scale,Gorove Slade,Civil / land engineering,Construction / engineering,"Fairfax, Virginia",Virginia,51 to 200,,,,,,https://goroveslade.com/,https://www.linkedin.com/company/goroveslade-associates-inc./,Civil Land Developers,gorove-slade
no connection at all,C · Small or unknown scale,Grand Valley Power,Energy developer / utility,Energy / utility,"Grand Junction, Colorado",Colorado,11 to 50,,,,,,https://www.grandvalleypower.com,,Energy Developer,grand-valley-power
no connection at all,C · Small or unknown scale,Granite Construction,General contractor,Construction / engineering,,,,,,2,,,,https://www.linkedin.com/company/granite-construction/,General Contractors USA,granite-construction
no connection at all,C · Small or unknown scale,Granite Properties,Real estate & industrial developer,Real estate / industrial,"Dallas, Texas",Texas,201-500,,,2,,,https://www.graniteproperties.com,https://www.linkedin.com/company/granite-properties/,Real Estate Developers USA,granite-properties
no connection at all,C · Small or unknown scale,Gray Civil,Civil / land engineering,Construction / engineering,"Austin, Texas",Texas,51 to 200,,,,,,https://www.gray-civil.com,https://www.linkedin.com/company/graycivil/,Civil Land Developers,gray-civil
no connection at all,C · Small or unknown scale,Greenbacker Renewable Energy,Energy developer / utility,Energy / utility,New York,New York,51-200,,,,,,https://www.greenbackercapital.com,https://www.linkedin.com/company/greenbacker-renewable-energy-company/,Energy Developer,greenbacker-renewable-energy
no connection at all,C · Small or unknown scale,Greenfield Partners,Real estate & industrial developer,Real estate / industrial,"Westport, Connecticut",Connecticut,11-50,,,,,,https://www.greenfieldpartners.com,https://www.linkedin.com/company/greenfield-partners/,Real Estate Developers USA,greenfield-partners
no connection at all,C · Small or unknown scale,GreenGo Energy,Energy developer / utility,Energy / utility,Copenhagen,Copenhagen,51-200,,,,,,https://www.greengo.energy,https://www.linkedin.com/company/greengo-energy/,Energy Developer,greengo-energy
no connection at all,C · Small or unknown scale,Greenlight Data Centers,DC developer / operator,Pure-play data center,,,,,,1,,,,,Clockwork / research,greenlight-data-centers
no connection at all,C · Small or unknown scale,Grid Alternatives Colorado,Energy developer / utility,Energy / utility,"Denver, Colorado",Colorado,51-200,,,,,,https://www.gridalternatives.org,https://www.linkedin.com/company/grid-alternatives/,Energy Developer,grid-alternatives-colorado
no connection at all,C · Small or unknown scale,Grounded Engineering,Civil / land engineering,Construction / engineering,"Ashburn, Virginia",Virginia,11 to 50,,,,,,https://www.groundedengineering.com,,Civil Land Developers,grounded-engineering
no connection at all,C · Small or unknown scale,GTC,General contractor,Construction / engineering,,,,,,1,,,,https://www.linkedin.com/company/goldentriangleconstruction/,General Contractors USA,gtc
no connection at all,C · Small or unknown scale,Gunnison County Electric Association,Energy developer / utility,Energy / utility,"Gunnison, Colorado",Colorado,11 to 50,,,,,,https://www.gcea.coop,,Energy Developer,gunnison-county-electric-association
no connection at all,C · Small or unknown scale,Guzman Energy,Energy developer / utility,Energy / utility,"Denver, Colorado",Colorado,51-200,,,1,,,https://www.guzmanenergy.com,https://www.linkedin.com/company/guzman-energy/,Energy Developer,guzman-energy
no connection at all,C · Small or unknown scale,GWRE,DC developer / operator,Pure-play data center,,,,,,1,,,,,Clockwork / research,gwre
no connection at all,C · Small or unknown scale,Hanson Professional Services,Civil / land engineering,Construction / engineering,"Springfield, Illinois",Illinois,201 to 500,,,1,,,https://www.hanson-inc.com,https://www.linkedin.com/company/hanson-professional-services/,Civil Land Developers,hanson-professional-services
no connection at all,C · Small or unknown scale,"Harris Construction Co., Inc.",General contractor,Construction / engineering,,,,,,1,,,,https://www.linkedin.com/company/harris-construction-co/,General Contractors USA,harris-construction-co-inc
no connection at all,C · Small or unknown scale,Hathaway Dinwiddie,General contractor,Construction / engineering,,,,,,1,,,,https://www.linkedin.com/company/hathaway-dinwiddie/,General Contractors USA,hathaway-dinwiddie
no connection at all,C · Small or unknown scale,Hathaway Dinwiddie Construction,Real estate & industrial developer,Real estate / industrial,"San Francisco, California",California,201-500,,,,,,https://www.hdcco.com,https://www.linkedin.com/company/hathaway-dinwiddie-construction-company/,Real Estate Developers USA,hathaway-dinwiddie-construction
no connection at all,C · Small or unknown scale,Hecate Grid,Energy developer / utility,Energy / utility,"Chicago, Illinois",Illinois,11 to 50,,,1,,,https://www.hecategrid.com,https://www.linkedin.com/company/hecate-grid/,Energy Developer,hecate-grid
no connection at all,C · Small or unknown scale,Heim Datacenter,DC developer / operator,Pure-play data center,"Stockholm, Sweden",Sweden,1 to 10,,,1,,,https://www.heimdatacenter.com/,https://www.linkedin.com/company/heim-datacenter/,Data Centre Developer,heim-datacenter
no connection at all,C · Small or unknown scale,Henningsen Cold Storage,Real estate & industrial developer,Real estate / industrial,"Portland, Oregon",Oregon,201-500,,,,,,https://www.henningsencold.com,https://www.linkedin.com/company/henningsen-cold-storage/,Cold Storage & Industrial Developers,henningsen-cold-storage
no connection at all,C · Small or unknown scale,Highline Electric Association,Energy developer / utility,Energy / utility,"Holyoke, Colorado",Colorado,11 to 50,,,,,,https://www.highlineelectric.com,,Energy Developer,highline-electric-association
no connection at all,C · Small or unknown scale,Holy Cross Energy,Energy developer / utility,Energy / utility,"Glenwood Springs, Colorado",Colorado,201-500,,,,,,https://www.holycross.com,https://www.linkedin.com/company/holy-cross-energy/,Energy Developer,holy-cross-energy
no connection at all,C · Small or unknown scale,"HPM, Inc. - HPM Contracting",General contractor,Construction / engineering,,,,,,1,,,,https://www.linkedin.com/company/hpm-contracting/,General Contractors USA,hpm-inc-hpm-contracting
no connection at all,C · Small or unknown scale,Hunter Roberts Construction,General contractor,Construction / engineering,,,,,,1,,,,,General Contractors USA,hunter-roberts-construction
no connection at all,C · Small or unknown scale,Hydrostor U.S. development team,Energy developer / utility,Energy / utility,"Toronto, Ontario",Ontario,51-200,,,,,,https://www.hydrostor.ca,https://www.linkedin.com/company/hydrostor/,Energy Developer,hydrostor-u-s-development-team
no connection at all,C · Small or unknown scale,IDS Engineering Group,Civil / land engineering,Construction / engineering,"Houston, Texas",Texas,51 to 200,,,,,,https://www.idseg.com/,https://www.linkedin.com/company/ids-engineering-group/,Civil Land Developers,ids-engineering-group
no connection at all,C · Small or unknown scale,Ignite Renewables,Energy developer / utility,Energy / utility,"Austin, Texas",Texas,11 to 50,,,,,,https://www.igniterenewables.com,https://www.linkedin.com/company/ignite-renewables/,Energy Developer,ignite-renewables
no connection at all,C · Small or unknown scale,Industrial Project Innovation,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/industrial-project-innovation-llc,General Contractors USA,industrial-project-innovation
no connection at all,C · Small or unknown scale,Infrawatt Development,DC developer / operator,Pure-play data center,,,,,,1,,,,,Clockwork / research,infrawatt-development
no connection at all,C · Small or unknown scale,Intel,NeoCloud / AI infra,Pure-play data center,"Santa Clara, California, United States",United States,10001,,,1,,,https://www.intel.com/content/www/us/en/homepage.html,https://www.linkedin.com/company/intel-corporation/,Data Centre Developer,intel
no connection at all,C · Small or unknown scale,Intermountain Rural Electric Association,Energy developer / utility,Energy / utility,"Sedalia, Colorado",Colorado,201-500,,,,,,https://www.intermountain-rea.com,,Energy Developer,intermountain-rural-electric-association
no connection at all,C · Small or unknown scale,IRG Data,DC developer / operator,Pure-play data center,"Gaithersburg, Maryland, United States",United States,1 to 10,,,2,,,https://irgdata.com/,https://www.linkedin.com/company/irgdata/,Data Centre Developer,irg-data
no connection at all,C · Small or unknown scale,"J.R. Filanc Construction Company, Inc.",General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/filanc/,General Contractors USA,j-r-filanc-construction-company-inc
no connection at all,C · Small or unknown scale,J.T. Magen & Company Inc.,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/jtmagen,General Contractors USA,j-t-magen-company-inc
no connection at all,C · Small or unknown scale,J.W. Fowler,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/jwfowler/,General Contractors USA,j-w-fowler
no connection at all,C · Small or unknown scale,Jaynes Corporation,General contractor,Construction / engineering,,,,,,1,,,,https://www.linkedin.com/company/jaynes-corporation/,General Contractors USA,jaynes-corporation
no connection at all,C · Small or unknown scale,"Joeris General Contractors, LLC",General contractor,Construction / engineering,,,,,,2,,,,https://www.linkedin.com/company/joeris-general-contractors-ltd/,General Contractors USA,joeris-general-contractors-llc
no connection at all,C · Small or unknown scale,Jordy Construction,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/jordy-construction/,General Contractors USA,jordy-construction
no connection at all,C · Small or unknown scale,Joseph J. Albanese,General contractor,Construction / engineering,,,,,,1,,,,https://www.linkedin.com/company/josephjalbaneseinc/,General Contractors USA,joseph-j-albanese
no connection at all,C · Small or unknown scale,K Friese + Associates,Civil / land engineering,Construction / engineering,"Austin, Texas",Texas,11 to 50,,,,,,http://www.kfriese.com/,https://www.linkedin.com/company/k-friese-&-associates-inc./,Civil Land Developers,k-friese-associates
no connection at all,C · Small or unknown scale,"KCI Technologies, Inc.",General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/kci-technologies-inc-,General Contractors USA,kci-technologies-inc
no connection at all,C · Small or unknown scale,KDC Real Estate Development & Investments,DC developer / operator,Pure-play data center,,,,,,1,,,,,Clockwork / research,kdc-real-estate-development-investments
no connection at all,C · Small or unknown scale,"Kemp Bros. Construction, Inc.",General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/kempbrosconstruction/,General Contractors USA,kemp-bros-construction-inc
no connection at all,C · Small or unknown scale,Kirkman Engineering,Civil / land engineering,Construction / engineering,"Fort Worth, Texas",Texas,11 to 50,,,1,,,https://www.kirkmanengineering.com,https://www.linkedin.com/company/kirkman-engineering/,Civil Land Developers,kirkman-engineering
no connection at all,C · Small or unknown scale,"KPRS Construction Services, Inc.",General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/kprs-construction-services-inc./,General Contractors USA,kprs-construction-services-inc
no connection at all,C · Small or unknown scale,Kraus-Anderson,General contractor,Construction / engineering,,,,,,1,,,,https://www.linkedin.com/company/kraus-anderson-construction-company,General Contractors USA,kraus-anderson
no connection at all,C · Small or unknown scale,KRIOS Infrastructure,DC developer / operator,Pure-play data center,,,,,,1,,,,,Clockwork / research,krios-infrastructure
no connection at all,C · Small or unknown scale,KSA Engineers,Civil / land engineering,Construction / engineering,"Longview, Texas",Texas,51 to 200,,,,,,http://www.ksaeng.com/,https://www.linkedin.com/company/ksa-engineers/,Civil Land Developers,ksa-engineers
no connection at all,C · Small or unknown scale,La Plata Electric Association,Energy developer / utility,Energy / utility,"Durango, Colorado",Colorado,51-200,,,,,,https://www.lpea.coop,,Energy Developer,la-plata-electric-association
no connection at all,C · Small or unknown scale,Landmark Engineering,Civil / land engineering,Construction / engineering,"Houston, Texas",Texas,51 to 200,,,2,,,https://www.landmark-engineering.com,https://www.linkedin.com/company/landmark-engineering/,Civil Land Developers,landmark-engineering
no connection at all,C · Small or unknown scale,Landscot,Civil / land engineering,Construction / engineering,"Houston, Texas",Texas,,,,,,,https://landscot.com,,Civil Land Developers,landscot
no connection at all,C · Small or unknown scale,LBA Logistics,Real estate & industrial developer,Real estate / industrial,"Irvine, California",California,51-200,,,1,,,https://www.lbalogistics.com,https://www.linkedin.com/company/lba-realty/,Real Estate Developers USA,lba-logistics
no connection at all,C · Small or unknown scale,LeChase Construction,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/lechase-construction/,General Contractors USA,lechase-construction
no connection at all,C · Small or unknown scale,Leeward Energy,Energy developer / utility,Energy / utility,"Dallas, Texas",Texas,51-200,,,,,,https://www.leewardenergy.com,https://www.linkedin.com/company/leeward-renewable-energy/,Energy Developer,leeward-energy
no connection at all,C · Small or unknown scale,Lentz Engineering,Civil / land engineering,Construction / engineering,"Houston, Texas",Texas,1 to 10,,,,,,https://lentzengineering.com,https://www.linkedin.com/company/lentz-engineering-l-c-/about/,Civil Land Developers,lentz-engineering
no connection at all,C · Small or unknown scale,Level 10 Construction,General contractor,Construction / engineering,,,,,,1,,,,https://www.linkedin.com/company/level-10-construction/,General Contractors USA,level-10-construction
no connection at all,C · Small or unknown scale,LightHouse Data Centers,DC developer / operator,Pure-play data center,,,,,,1,,,,,Clockwork / research,lighthouse-data-centers
no connection at all,C · Small or unknown scale,Lockwood Andrews & Newnam OR LAN,Civil / land engineering,Construction / engineering,"Houston, Texas",Texas,201 to 500,,,,,,https://www.lan-inc.com,https://www.linkedin.com/company/lockwood-andrews-&-newnam-inc/?viewAsMember=true,Civil Land Developers,lockwood-andrews-newnam-or-lan
no connection at all,C · Small or unknown scale,Longpoint Realty Partners,Real estate & industrial developer,Real estate / industrial,"Boston, Massachusetts",Massachusetts,51-200,,,,,,https://www.longpointrealty.com,https://www.linkedin.com/company/longpoint-realty-partners/,Real Estate Developers USA,longpoint-realty-partners
no connection at all,C · Small or unknown scale,Lynn Engineering,Civil / land engineering,Construction / engineering,"Dallas, Texas",Texas,51 to 200,,,,,,https://www.lynn-engineering.com,https://www.linkedin.com/company/lynn-engineering/,Civil Land Developers,lynn-engineering
no connection at all,C · Small or unknown scale,Magnusson Klemencic Associates,Civil / land engineering,Construction / engineering,"Seattle, Washington",Washington,201 to 500,,,,,,https://www.mka.com,https://www.linkedin.com/company/magnusson-klemencic-associates/,Civil Land Developers,magnusson-klemencic-associates
no connection at all,C · Small or unknown scale,maincubes Secure Datacenters,DC developer / operator,Pure-play data center,,,,,,2,,,,,Clockwork / research,maincubes-secure-datacenters
no connection at all,C · Small or unknown scale,MatchPointDC,DC developer / operator,Construction / engineering,,,,,,1,,,,,Clockwork / research,matchpointdc
no connection at all,C · Small or unknown scale,McAdams,Civil / land engineering,Construction / engineering,"Durham, North Carolina",North Carolina,201 to 500,,,,,,https://www.mcadamsco.com,https://www.linkedin.com/company/mcadams/,Civil Land Developers,mcadams
no connection at all,C · Small or unknown scale,Messer Construction,General contractor,Construction / engineering,,,,,,,,,,,General Contractors USA,messer-construction
no connection at all,C · Small or unknown scale,Midwest Industrial Funds,Real estate & industrial developer,Real estate / industrial,"Chicago, Illinois",Illinois,11-50,,,,,,https://www.midwestindustrialfunds.com,https://www.linkedin.com/company/midwest-industrial-funds/,Real Estate Developers USA,midwest-industrial-funds
no connection at all,C · Small or unknown scale,Miller Construction,General contractor,Construction / engineering,,,,,,,,,,,General Contractors USA,miller-construction
no connection at all,C · Small or unknown scale,Milo Construction Corporation,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/milo-construction-corporation/,General Contractors USA,milo-construction-corporation
no connection at all,C · Small or unknown scale,Mountain Parks Electric,Energy developer / utility,Energy / utility,"Granby, Colorado",Colorado,11 to 50,,,,,,https://www.mountainparks.org,,Energy Developer,mountain-parks-electric
no connection at all,C · Small or unknown scale,Moy Tarin Ramirez Engineers,Civil / land engineering,Construction / engineering,"Austin, Texas",Texas,11 to 50,,,2,,,https://www.mtrengineers.com,https://www.linkedin.com/company/moy-tarin-ramirez-engineers-llc/,Civil Land Developers,moy-tarin-ramirez-engineers
no connection at all,C · Small or unknown scale,Mulkey Engineers & Consultants,Civil / land engineering,Construction / engineering,"Raleigh, North Carolina",North Carolina,51 to 200,,,,,,https://www.mulkey.net,https://www.linkedin.com/company/mulkey-engineers-consultants/,Civil Land Developers,mulkey-engineers-consultants
no connection at all,C · Small or unknown scale,"MYCON General Contractors, Inc.",General contractor,Construction / engineering,,,,,,1,,,,https://www.linkedin.com/company/mycon-general-contractors-inc-,General Contractors USA,mycon-general-contractors-inc
no connection at all,C · Small or unknown scale,Nabholz Corporation,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/nabholz-corporation/,General Contractors USA,nabholz-corporation
no connection at all,C · Small or unknown scale,Namaste Solar,Energy developer / utility,Energy / utility,"Boulder, Colorado",Colorado,51-200,,,,,,https://www.namastesolar.com,https://www.linkedin.com/company/namaste-solar/,Energy Developer,namaste-solar
no connection at all,C · Small or unknown scale,NDC-GARBE Data Centers Europe,DC developer / operator,Real estate / industrial,,,,,,1,,,,,Clockwork / research,ndc-garbe-data-centers-europe
no connection at all,C · Small or unknown scale,New Energy Equity,Energy developer / utility,Energy / utility,"Annapolis, Maryland",Maryland,51-200,,,2,,,https://www.newenergyequity.com,https://www.linkedin.com/company/new-energy-equity/,Energy Developer,new-energy-equity
no connection at all,C · Small or unknown scale,Nexus Data Centers,DC developer / operator,Pure-play data center,"Texas, United States",United States,11 to 50,,,1,,,https://nexus-datacenters.com/,https://www.linkedin.com/company/nexus-data-centers/,Data Centre Developer,nexus-data-centers
no connection at all,C · Small or unknown scale,NineDot Energy,Energy developer / utility,Energy / utility,New York,New York,51-200,,,,,,https://www.ninedotenergy.com,https://www.linkedin.com/company/ninedot-energy/,Energy Developer,ninedot-energy
no connection at all,C · Small or unknown scale,O-Green Data Centers,DC developer / operator,Pure-play data center,,,,,,1,,,,,Clockwork / research,o-green-data-centers
no connection at all,C · Small or unknown scale,OCI Energy,Energy developer / utility,Energy / utility,"Houston, Texas",Texas,51-200,,,1,,,https://www.ocienergy.com,https://www.linkedin.com/company/oci-energy/,Energy Developer,oci-energy
no connection at all,C · Small or unknown scale,Onyx Renewables,Energy developer / utility,Energy / utility,New York,New York,11 to 50,,,,,,https://www.onyxrenewables.com,https://www.linkedin.com/company/onyx-renewable-partners/,Energy Developer,onyx-renewables
no connection at all,C · Small or unknown scale,Otak,Civil / land engineering,Construction / engineering,"Lake Oswego, Oregon",Oregon,201 to 500,,,1,,,https://www.otak.com,https://www.linkedin.com/company/otak/,Civil Land Developers,otak
no connection at all,C · Small or unknown scale,Overaa Construction,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/overaa/,General Contractors USA,overaa-construction
no connection at all,C · Small or unknown scale,Oxford Cold Storage,Real estate & industrial developer,Real estate / industrial,"Versailles, Indiana",Indiana,201-500,,,,,,https://www.oxfordcold.com,https://www.linkedin.com/company/oxford-cold-storage/,Cold Storage & Industrial Developers,oxford-cold-storage
no connection at all,C · Small or unknown scale,Pepper Construction,General contractor,Construction / engineering,,,,,,2,,,,,General Contractors USA,pepper-construction
no connection at all,C · Small or unknown scale,Peregrine Energy Solutions,Energy developer / utility,Energy / utility,"Austin, Texas",Texas,11 to 50,,,,,,https://www.peregrine.energy,https://www.linkedin.com/company/peregrine-energy-solutions/,Energy Developer,peregrine-energy-solutions
no connection at all,C · Small or unknown scale,Pinkard Construction,General contractor,Construction / engineering,,,,,,1,,,,https://www.linkedin.com/company/pinkard-construction/,General Contractors USA,pinkard-construction
no connection at all,C · Small or unknown scale,Platte River Power Authority,Energy developer / utility,Energy / utility,"Fort Collins, Colorado",Colorado,201-500,,,1,,,https://www.prpa.org,https://www.linkedin.com/company/platte-river-power-authority/,Energy Developer,platte-river-power-authority
no connection at all,C · Small or unknown scale,Poudre Valley Rural Electric Association,Energy developer / utility,Energy / utility,"Estes Park, Colorado",Colorado,51-200,,,,,,https://www.pvrea.coop,,Energy Developer,poudre-valley-rural-electric-association
no connection at all,C · Small or unknown scale,Prime West,Real estate & industrial developer,Real estate / industrial,"Denver, Colorado",Colorado,11-50,,,,,,https://www.primewestinc.com,https://www.linkedin.com/company/prime-west/,Real Estate Developers USA,prime-west
no connection at all,C · Small or unknown scale,Primus Power,Energy developer / utility,Energy / utility,"Hayward, California",California,51-200,,,,,,https://www.primuspower.com,https://www.linkedin.com/company/primus-power/,Energy Developer,primus-power
no connection at all,C · Small or unknown scale,Raba Kistner,Civil / land engineering,Construction / engineering,"San Antonio, Texas",Texas,201 to 500,,,,,,https://www.rkci.com,https://www.linkedin.com/company/raba-kistner/,Civil Land Developers,raba-kistner
no connection at all,C · Small or unknown scale,Robins & Morton,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/robins-&-morton,General Contractors USA,robins-morton
no connection at all,C · Small or unknown scale,"Rodgers Builders, Inc.",General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/rodgers-builders,General Contractors USA,rodgers-builders-inc
no connection at all,C · Small or unknown scale,rPlus Energies,Energy developer / utility,Energy / utility,"Salt Lake City, Utah",Utah,51-200,,,1,,,https://www.rplusenergies.com,https://www.linkedin.com/company/rplus-energies/,Energy Developer,rplus-energies
no connection at all,C · Small or unknown scale,Rudolph and Sletten,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/rudolph-and-sletten/,General Contractors USA,rudolph-and-sletten
no connection at all,C · Small or unknown scale,Russell,DC developer / operator + General contractor,Construction / engineering,,,,,,1,,,,https://www.linkedin.com/company/russell-construction,General Contractors USA,russell
no connection at all,C · Small or unknown scale,S. M. Wilson & Co.,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/smwilson,General Contractors USA,s-m-wilson-co
no connection at all,C · Small or unknown scale,San Isabel Electric Association,Energy developer / utility,Energy / utility,"Rye, Colorado",Colorado,11 to 50,,,,,,https://www.siea.com,,Energy Developer,san-isabel-electric-association
no connection at all,C · Small or unknown scale,San Luis Valley REC,Energy developer / utility,Energy / utility,"Monte Vista, Colorado",Colorado,11 to 50,,,,,,https://www.slvrec.com,,Energy Developer,san-luis-valley-rec
no connection at all,C · Small or unknown scale,Sandlot Engineering,Civil / land engineering,Construction / engineering,"Houston, Texas",Texas,1 to 10,,,,,,https://sandlotengineering.com,https://www.linkedin.com/company/sandlot-engineering-llc/,Civil Land Developers,sandlot-engineering
no connection at all,C · Small or unknown scale,Sangre de Cristo Electric Association,Energy developer / utility,Energy / utility,"Buena Vista, Colorado",Colorado,11 to 50,,,,,,https://www.sangredecristoea.com,,Energy Developer,sangre-de-cristo-electric-association
no connection at all,C · Small or unknown scale,Sansone Group,Real estate & industrial developer,Real estate / industrial,"St. Louis, Missouri",Missouri,51-200,,,,,,https://www.sansonegroup.com,https://www.linkedin.com/company/sansone-group/,Real Estate Developers USA,sansone-group
no connection at all,C · Small or unknown scale,Saragon,DC developer / operator,Pure-play data center,"Phoenix, Arizona, United States",United States,51-200,,,,,,https://www.saragoninfra.com/,https://www.linkedin.com/company/saragon/,Data Centre Developer,saragon
no connection at all,C · Small or unknown scale,Scale Microgrids,Energy developer / utility,Energy / utility,New York,New York,51-200,,,,,,https://www.scalemicrogrids.com,https://www.linkedin.com/company/scale-microgrids/,Energy Developer,scale-microgrids
no connection at all,C · Small or unknown scale,SCOR,DC developer / operator,Real estate / industrial,,,,,,1,,,,,Clockwork / research,scor
no connection at all,C · Small or unknown scale,SELF Infrastructure,DC developer / operator,Pure-play data center,,,,,,1,,,,,Clockwork / research,self-infrastructure
no connection at all,C · Small or unknown scale,Sepi Engineering,Civil / land engineering,Construction / engineering,"Raleigh, North Carolina",North Carolina,201 to 500,,,,,,https://www.sepiengineering.com,https://www.linkedin.com/company/sepi-engineering-construction/,Civil Land Developers,sepi-engineering
no connection at all,C · Small or unknown scale,Shawmut Design & Construction,General contractor,Construction / engineering,,,,,,,,,,,General Contractors USA,shawmut-design-construction
no connection at all,C · Small or unknown scale,"Skyler Design Build, LLC",General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/skylerdesignbuild/,General Contractors USA,skyler-design-build-llc
no connection at all,C · Small or unknown scale,Skyline Construction,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/skylineconstruction/,General Contractors USA,skyline-construction
no connection at all,C · Small or unknown scale,SkySun Solar,Energy developer / utility,Energy / utility,Colorado,Colorado,1-10,,,,,,,,Energy Developer,skysun-solar
no connection at all,C · Small or unknown scale,SMT Energy,Energy developer / utility,Energy / utility,"Houston, Texas",Texas,11 to 50,,,1,,,https://www.smtenergy.com,https://www.linkedin.com/company/smt-energy/,Energy Developer,smt-energy
no connection at all,C · Small or unknown scale,SolAmerica Energy,Energy developer / utility,Energy / utility,"Atlanta, Georgia",Georgia,11 to 50,,,1,,,https://www.solamericaenergy.com,https://www.linkedin.com/company/solamerica-energy/,Energy Developer,solamerica-energy
no connection at all,C · Small or unknown scale,Southeast Colorado Power Association,Energy developer / utility,Energy / utility,"La Junta, Colorado",Colorado,11 to 50,,,,,,https://www.secpa.com,,Energy Developer,southeast-colorado-power-association
no connection at all,C · Small or unknown scale,Sphere 3D,Cryptomining pivot,Pure-play data center,,,,,,,,,,,Clockwork / research,sphere-3d
no connection at all,C · Small or unknown scale,Spiars Engineering,Civil / land engineering,Construction / engineering,"Plano, Texas",Texas,51 to 200,,,,,,https://spiarseng.com/,https://www.linkedin.com/company/spiars-engineering/,Civil Land Developers,spiars-engineering
no connection at all,C · Small or unknown scale,SSOE Group,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/ssoe-group/,General Contractors USA,ssoe-group
no connection at all,C · Small or unknown scale,Standard Solar,Energy developer / utility,Energy / utility,"Rockville, Maryland",Maryland,51-200,,,1,,,https://www.standardsolar.com,https://www.linkedin.com/company/standard-solar/,Energy Developer,standard-solar
no connection at all,C · Small or unknown scale,Stellium Data Centres - The Data Meridian,DC developer / operator,Pure-play data center,,,,,,1,,,,,Clockwork / research,stellium-data-centres-the-data-meridian
no connection at all,C · Small or unknown scale,STO Building Group,General contractor,Construction / engineering,,,,,,2,,,,,General Contractors USA,sto-building-group
no connection at all,C · Small or unknown scale,Sun2o Partners,DC developer / operator,Energy / utility,,,,,,1,,,,,Clockwork / research,sun2o-partners
no connection at all,C · Small or unknown scale,Sunbelt Holdings,Real estate & industrial developer,Real estate / industrial,"Scottsdale, Arizona",Arizona,51-200,,,,,,https://www.sunbeltholdings.com,https://www.linkedin.com/company/sunbelt-holdings/,Real Estate Developers USA,sunbelt-holdings
no connection at all,C · Small or unknown scale,SunShare,Energy developer / utility,Energy / utility,"Denver, Colorado",Colorado,51-200,,,2,,,https://www.mysunshare.com,https://www.linkedin.com/company/sunshare/,Energy Developer,sunshare
no connection at all,C · Small or unknown scale,SWI Group,DC developer / operator,Conglomerate,,,,,,1,,,,,Clockwork / research,swi-group
no connection at all,C · Small or unknown scale,TA Digital Group,DC developer / operator,Real estate / industrial,,,,,,2,1,,,,Clockwork / research,ta-digital-group
no connection at all,C · Small or unknown scale,The CORE Group – Builders,General contractor,Construction / engineering,,,,,,1,,,,https://www.linkedin.com/company/the-core-group-builders,General Contractors USA,the-core-group-builders
no connection at all,C · Small or unknown scale,The Hagerman Group,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/the-hagerman-group,General Contractors USA,the-hagerman-group
no connection at all,C · Small or unknown scale,The ProLift Rigging Company,General contractor,Construction / engineering,,,,,,,,,,https://www.linkedin.com/company/proliftrigging,General Contractors USA,the-prolift-rigging-company
no connection at all,C · Small or unknown scale,The Traffic Group,Civil / land engineering,Construction / engineering,"Baltimore, Maryland",Maryland,51 to 200,,,,,,http://www.trafficgroup.com,https://www.linkedin.com/company/the-traffic-group-inc-/,Civil Land Developers,the-traffic-group
no connection at all,C · Small or unknown scale,TNP,Civil / land engineering,Construction / engineering,"Fort Worth, Texas",Texas,201 to 500,,,1,,,https://www.tnpinc.com,https://www.linkedin.com/company/teague-nall-and-perkins-inc-/,Civil Land Developers,tnp
no connection at all,C · Small or unknown scale,Tri Global Energy,Energy developer / utility,Energy / utility,"Dallas, Texas",Texas,51-200,,,,,,https://www.triglobalenergy.com,https://www.linkedin.com/company/tri-global-energy/,Energy Developer,tri-global-energy
