function,title,count,companies,used_at
Sales & Leasing,Sales Director Hyperscale Sales Apac | Global Data Centers,1,1,NTT
Sales & Leasing,Sales Director Key Account,1,1,Stellanor Datacentres
Sales & Leasing,Sales Director NorthC datacenters,1,1,NorthC Datacenters
Sales & Leasing,"Sales Director, Bay Area Strategic Accounts | Enterprise & AI Infrastructure",1,1,Equinix
Sales & Leasing,"Sales Director, Global Accounts, EMEA",1,1,Digital Realty
Sales & Leasing,"Sales Director, International Accounts",1,1,NTT
Sales & Leasing,"Sales Director, Nordic",1,1,Vaultica Data Centers
Sales & Leasing,"Sales Director, Nordics",1,1,Vaultica Data Centers
Sales & Leasing,"Sales Director, South Central Region",1,1,Digital Realty
Sales & Leasing,Sales Director-Enterprise North America,1,1,Digital Realty
Sales & Leasing,Sales Executive,1,1,QTS Data Centers
Sales & Leasing,Sales Manager Enterprise,1,1,Digital Realty
Sales & Leasing,Senior Client Executive,1,1,Equinix
Sales & Leasing,Senior Customer Construction Manager,1,1,Vantage
Sales & Leasing,Senior Data Centre Account Director,1,1,Hewlett Packard Enterprise
Sales & Leasing,Senior Data Centre Specialist,1,1,Colt Data Centre Services
Sales & Leasing,Senior Director - EMEA Data Centres - Occupier Advisory,1,1,CBRE
Sales & Leasing,Senior Director - Global Enterprise Sales,1,1,Digital Realty
Sales & Leasing,Senior Director - Head of Data Centre Advisory EMEA,1,1,CB Richard Ellis
Sales & Leasing,Senior Director Critical Infrastructure Leasing EMEA,1,1,Microsoft
Sales & Leasing,"Senior Director Global Strategic Accounts, EMEA",1,1,Digital Realty
Sales & Leasing,Senior Director of Global Sales,1,1,Digital Realty
Sales & Leasing,Senior Director Of Sales,1,1,EdgeConneX
Sales & Leasing,Senior Director Sales - Scale EMEA,1,1,Digital Realty
Sales & Leasing,Senior Director Sales DACH,1,1,Digital Realty
Sales & Leasing,"Senior Director Sales, EMEA North",1,1,Digital Realty
Sales & Leasing,"Senior Director, Commercial Sales",1,1,Digital Realty
Sales & Leasing,"Senior Director, Customer Construction - North America",1,1,Vantage
Sales & Leasing,"Senior Director, Global Account Management & Delivery",1,1,Stream Data Centers
Sales & Leasing,"Senior Director, Hyperscale",1,1,CleanArc Data Centers
Sales & Leasing,"Senior Director, International",1,1,KevlinX
Sales & Leasing,Senior Global Account Director,1,1,Switch
Sales & Leasing,Senior Global Director,1,1,Colt Data Centre Services
Sales & Leasing,Senior Global Sales Director,1,1,Digital Realty
Sales & Leasing,Senior International Accounts Director,1,1,OPCORE
Sales & Leasing,Senior Manager Data Center Capacity - EMEA,1,1,CoreWeave
Sales & Leasing,Senior Sales Director,1,1,Equinix
Sales & Leasing,Senior Sales Manager - UK/EMEA,1,1,Vantage
Sales & Leasing,Senior Vice President Business Development,1,1,Corscale Data Centers
Sales & Leasing,Senior Vice President North America Sales,1,1,Serverfarm
Sales & Leasing,Senior Vice President of Hyperscale,1,1,Switch
Sales & Leasing,Senior Vice President Of Sales,1,1,Flexential
Sales & Leasing,Senior Vice President Sales EMEA,1,1,Equinix
Sales & Leasing,"Senior Vice President Sales, Emea",1,1,Vantage
Sales & Leasing,"Senior Vice President, Account Management",1,1,QTS Data Centers
Sales & Leasing,"Senior Vice President, Business Development",1,1,Vantage
Sales & Leasing,"Senior Vice President, Cloud & Hyperscale",1,1,Stream Data Centers
Sales & Leasing,"Senior Vice President, Customer Management",1,1,Compass Datacenters
Sales & Leasing,"Senior Vice President, Enterprise Sales",1,1,QTS Data Centers
Sales & Leasing,"Senior Vice President, Global Commercial Officer",1,1,NTT
Sales & Leasing,"Senior Vice President, Head of Leasing",1,1,T5 Data Centers
Sales & Leasing,"Senior Vice President, Head of Sales & Leasing",1,1,CloudHQ
Sales & Leasing,"Senior Vice President, Hyperscale",1,1,Stream Data Centers
Sales & Leasing,"Senior Vice President, Managing Director Dach",1,1,Digital Realty
Sales & Leasing,"Sr Director, Regional Sales Lead EMEA",1,1,Digital Realty
Sales & Leasing,Sr Sales Director,1,1,Edged
Sales & Leasing,Sr. Director of Hyperscale Solutions,1,1,QTS Data Centers
Sales & Leasing,Sr. Director Sales,1,1,CoreSite
Sales & Leasing,"Sr. Director, Business Development",1,1,T5 Data Centers
Sales & Leasing,"Sr. Director, Sales",1,1,Aligned Data Centers
Sales & Leasing,Sr. Sales Director,1,1,Digital Realty
Sales & Leasing,"Sr. Sales Director, Global Accounts",1,1,Equinix
Sales & Leasing,"Sr. Sales Director, OEM and Global System Integrators",1,1,Digital Realty
Sales & Leasing,"Sr. Sales Manager, Mid-Market, North America",1,1,Digital Realty
Sales & Leasing,Sr.Director Business Development & Resources in Europe,1,1,DayOne
Sales & Leasing,Strategic Account Director,1,1,CentersquareDC
Sales & Leasing,Strategic Account Manager,1,1,CyrusOne
Sales & Leasing,"Strategic Accounts Director , Neo Clouds",1,1,Global Switch
Sales & Leasing,Strategic Accounts Manager,1,1,CyrusOne
Sales & Leasing,SVP Emerging Technologies,1,1,EdgeCore Digital Infrastructure
Sales & Leasing,SVP Exascale Business Development,1,1,Switch
Sales & Leasing,SVP of Hyperscale,1,1,Prime Data Centers
Sales & Leasing,SVP of Sales,1,1,Core Scientific
Sales & Leasing,SVP of Strategy & Business Development Europe,1,1,Prime Data Centers
Sales & Leasing,SVP Sales EMEA,1,1,Digital Realty
Sales & Leasing,"SVP, Global Accounts & Platform Strategy",1,1,Stream Data Centers
Sales & Leasing,"Vice President & Global Managing Director, Platform Alliances",1,1,Equinix
Sales & Leasing,Vice President - Head of Transactions - Stack Infrastructure,1,1,STACK Infrastructure
Sales & Leasing,Vice President and Country Manager,1,1,CloudHQ
Sales & Leasing,Vice President Business Developmemt,1,1,maincubes Secure Datacenters
Sales & Leasing,Vice President Edgnex Data Center by DAMAC,1,1,EDGNEX
Sales & Leasing,Vice President European Sales,1,1,DAMAC Digital
Sales & Leasing,Vice President Hyperscale Sales,1,1,QTS Data Centers
Sales & Leasing,"Vice President Hyperscale Sales, NA",1,1,Vantage
Sales & Leasing,Vice President Of Data Center Sales & Leasing,1,1,Corscale Data Centers
Sales & Leasing,Vice President Of Sales,1,1,Virtus Data Centers
Sales & Leasing,Vice President Of Sales And Leasing,1,1,Sabey Data Centers
Sales & Leasing,Vice President of Sales EMEA,1,1,Vantage
Sales & Leasing,"Vice President of Sales, West & CSP",1,1,CoreSite
Sales & Leasing,"Vice President of Sales, West Region",1,1,Equinix
Sales & Leasing,Vice President of Strategic Cloud Sales,1,1,DataBank
Sales & Leasing,Vice President Sales and Business Development,1,1,EdgeConneX
Sales & Leasing,Vice President Sales EMEA,1,1,Vantage
Sales & Leasing,Vice President Sales Growth and Emerging Markets EMEA,1,1,Equinix
Sales & Leasing,"Vice President Strategic, Edge & Hyperscale Sales",1,1,DC BLOX
Sales & Leasing,"Vice President, Colocation and Interconnection Sales",1,1,Flexential
Sales & Leasing,"Vice President, Customer Success",1,1,Compass Datacenters
Sales & Leasing,"Vice President, Global Client Executive",1,1,Digital Realty
Sales & Leasing,"Vice President, Global Commercial Management",1,1,Yondr
Sales & Leasing,"Vice President, Global Strategic Accounts",1,1,EdgeConneX
Sales & Leasing,"Vice President, Hyperscale Leasing",1,1,Compass Datacenters
Sales & Leasing,"Vice President, International Business Development",1,1,Vantage
Sales & Leasing,"Vice President, Leasing, North America",1,1,Vantage
Sales & Leasing,"Vice President, Poland",1,1,EdgeConneX
Sales & Leasing,"Vice President, Sales & Business Development",1,1,Aetheris
Sales & Leasing,"Vice President, Sales and Leasing",1,1,PointOne
Sales & Leasing,"Vice President, Sales, APAC",1,1,Vantage
Sales & Leasing,"Vice President, Strategic Accounts",1,1,Equinix
Sales & Leasing,"Vice President, Strategic Sales",1,1,Princeton Digital Group
Sales & Leasing,Vice President-Hyperscale Division at Serverfarm Data Centers,1,1,Serverfarm
Sales & Leasing,Vice President-Hyperscale Sales,1,1,DataBank
Sales & Leasing,VP Business Development – Europe,1,1,Prime Data Centers
Sales & Leasing,VP Global Technical Sales - APAC,1,1,Equinix
Sales & Leasing,VP Hyperscale Leasing and Data Center Sales | PowerBridge,1,1,PowerBridge
Sales & Leasing,VP Hyperscale Sales - North America,1,1,Vantage
Sales & Leasing,VP Leasing & Asset Management,1,1,Yondr
Sales & Leasing,VP of Cloud Accounts and Customer Success,1,1,Compass Datacenters
Sales & Leasing,VP of Enterprise & Data Center Sales,1,1,Amaara Networks
Sales & Leasing,VP of Hyperscale Solutions,1,1,DataBank
Sales & Leasing,VP of Sales,1,1,Prime Data Centers
Sales & Leasing,VP of Sales and Business Development,1,1,EdgeConneX
Sales & Leasing,"VP of Sales, North America",1,1,Colt Data Centre Services
Sales & Leasing,VP Sales North America,1,1,Serverfarm
Sales & Leasing,"VP Sales, Europe – Data Centres",1,1,CapitaLand
Sales & Leasing,"VP Sales, Global Accounts",1,1,Digital Realty
Sales & Leasing,"VP, Business Development",1,1,Verne
Sales & Leasing,"VP, Commercial Management (Project Controls)",1,1,Nscale
Sales & Leasing,"VP, Leasing",1,1,Crane Data Centers
Sales & Leasing,"VP, Revenue & Product",1,1,Ada Infrastructure
Sales & Leasing,VP- Strategic/ Global Hyperscale Sales,1,1,EdgeConneX
Sales & Leasing,VP. Business Development,1,1,Khazna Data Centers
Sales & Leasing,West Region Sales Director,1,1,Digital Realty
Sales & Leasing,xScale Asset & Joint Venture Management Senior Director,1,1,Equinix
"Strategy, Finance & Investment","(former) Vice President, Corporate Development",1,1,Compass Datacenters
"Strategy, Finance & Investment",Data center - Capacity Planning & Deployment Strategy,1,1,Meta
"Strategy, Finance & Investment",Director - Site Strategy,1,1,STACK Infrastructure
"Strategy, Finance & Investment",Director Asset Management,1,1,Digital Realty
"Strategy, Finance & Investment",Director of Site Strategy,1,1,STACK Infrastructure
"Strategy, Finance & Investment","Director, Asset Management",1,1,Digital Realty
"Strategy, Finance & Investment","Director, Site Strategy",1,1,STACK Infrastructure
"Strategy, Finance & Investment",Head of Corporate Development,1,1,hscale
"Strategy, Finance & Investment",Head of EMEA Data Centre Supply Solutions and Strategy,1,1,AWS
"Strategy, Finance & Investment","Manager, Infrastructure Construction & Asset Management",1,1,Google
"Strategy, Finance & Investment","Manager, Portfolio Strategy",1,1,Meta
"Strategy, Finance & Investment","Principal Program Manager, Data Center Strategy & Planning",1,1,Microsoft
"Strategy, Finance & Investment",Senior Director - Asset Management Hyperscale EMEA,1,1,Equinix
"Strategy, Finance & Investment",Senior Director Global Portfolio Asset Management,1,1,Microsoft
"Strategy, Finance & Investment",Sr. Enterprise Investments Manager,1,1,QTS Data Centers
"Strategy, Finance & Investment",Strategy & Investment,1,1,Pure Data Centres
"Strategy, Finance & Investment",SVP Investments,1,1,Form8tion Data Centers
"Strategy, Finance & Investment","SVP, Site Strategy",1,1,STACK Infrastructure
"Strategy, Finance & Investment",Vice President - Asset Management,1,1,CyrusOne
"Strategy, Finance & Investment",Vice President of Portfolio and Strategy,1,1,Switch
"Strategy, Finance & Investment","Vice President Strategy, Aquisition and Develolpment",1,1,STACK Infrastructure
"Strategy, Finance & Investment","Vice President, Corporate Development",1,1,Yondr
"Strategy, Finance & Investment","VP, Corporate Development",1,1,Cologix
"Strategy, Finance & Investment","VP, Global AI & Hyperscale Strategy",1,1,Aligned Data Centers
